,label,watts
6481,Ceiling Fans & LED Bulbs & Conventional Fridge & LED TV & Microwave Oven,1369.9
15153,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1520.3
14856,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,700.6
38219,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1460.0
35742,LED Bulbs & LED Tube Light & Inverter Deep Freezer,155.6
15946,Ceiling Fans & LED Bulbs & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1682.8
8841,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2703.5
19855,Ceiling Fans & LED Tube Light & Iron & LED TV,1216.2
43593,LED Tube Light & Iron & Washing Machine,1407.5
30302,LED Bulbs & Conventional Fridge & Washing Machine & LED TV,622.0
34871,LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1331.1
10135,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2406.5
41528,LED Tube Light & Conventional Fridge & LED TV,254.7
4943,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Inverter Deep Freezer,1452.0
33406,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2412.0
12581,Ceiling Fans & LED Bulbs & LED Tube Light & Iron,1167.6
29357,LED Bulbs & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2583.1
20640,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1591.0
15397,Ceiling Fans & LED Bulbs & Microwave Oven & Inverter Deep Freezer,1253.1
46130,Washing Machine & LED TV,434.0
40022,LED Tube Light & Conventional Fridge & Inverter Deep Freezer,323.9
43739,LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1532.5
45603,Microwave Oven,998.7
15537,Ceiling Fans & LED Bulbs & Washing Machine,504.3
39833,LED Tube Light,20.2
13373,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine,1544.3
19305,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1869.6
32134,LED Bulbs & Iron & Washing Machine & Microwave Oven,2400.8
825,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven,2319.3
8600,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1582.2
35086,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,703.7
45878,Washing Machine,368.5
37209,LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2546.7
8499,Ceiling Fans & LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1641.3
26454,Iron & Inverter Deep Freezer,1145.0
40647,LED Tube Light & Conventional Fridge & Iron & Microwave Oven,2219.7
32516,LED Bulbs & LED TV & Microwave Oven,1069.0
33389,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2293.9
36083,LED Bulbs & LED Tube Light & Iron & LED TV & Inverter Deep Freezer,1233.3
31618,LED Bulbs & Iron & Washing Machine,1397.8
36502,LED Bulbs & LED Tube Light & Iron & Washing Machine,1418.8
7419,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven,1682.4
20966,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Microwave Oven,2524.3
24468,Conventional Fridge & Iron & Washing Machine & LED TV,1633.6
38207,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1463.4
20646,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1591.6
31426,LED Bulbs & Iron & Microwave Oven,2028.8
14575,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine,518.4
28721,LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2336.2
39830,LED Tube Light,19.9
29200,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2645.6
4890,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron,1334.3
32607,LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1192.0
42074,LED Tube Light & Conventional Fridge & Washing Machine,564.7
5640,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine,1706.5
6069,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2886.9
20290,Ceiling Fans & LED Tube Light & Iron & Microwave Oven,2162.4
5292,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2513.5
16801,Ceiling Fans & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,442.3
21339,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1198.1
31965,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven,2459.5
46523,Washing Machine & Microwave Oven & Inverter Deep Freezer,1490.7
26492,Iron & LED TV,1078.8
37664,LED Bulbs & LED Tube Light & Microwave Oven,1033.7
13118,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven,2168.5
9682,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,449.3
31751,LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1528.9
918,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2442.1
14278,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1213.8
14854,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,700.8
26801,Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2203.3
21985,Ceiling Fans & LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,692.0
31270,LED Bulbs & Iron & LED TV & Microwave Oven,2093.3
20494,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1649.0
11617,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven,1331.6
12377,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1822.8
41756,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1261.4
14238,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1205.7
4410,Ceiling Fans & Iron & Washing Machine & Microwave Oven,2505.7
43904,LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1586.7
40786,LED Tube Light & Conventional Fridge & Iron & Washing Machine,1586.1
28604,LED Bulbs & Conventional Fridge & Iron & Microwave Oven,2208.9
18104,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2895.2
42631,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1563.6
19580,Ceiling Fans & LED Tube Light & Inverter Deep Freezer,259.4
15443,Ceiling Fans & LED Bulbs & Microwave Oven & Inverter Deep Freezer,1257.0
46500,Washing Machine & Microwave Oven,1370.0
13943,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2660.9
35674,LED Bulbs & LED Tube Light & Inverter Deep Freezer,152.7
5523,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2456.9
32055,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2582.6
28086,LED Bulbs & Conventional Fridge & Iron,1213.4
5638,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine,1706.3
41279,LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2772.2
41770,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1380.8
6742,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1434.1
11433,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1391.4
8590,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1578.3
36365,LED Bulbs & LED Tube Light & Iron & Microwave Oven,2051.2
10571,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1841.4
24049,Conventional Fridge & Iron & Microwave Oven,2197.4
11988,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,762.3
5179,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1518.9
344,Ceiling Fans & Conventional Fridge & Iron,1322.7
6702,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1313.5
13153,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven,2170.5
30439,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1622.1
28254,LED Bulbs & Conventional Fridge & Iron & LED TV,1267.5
19006,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,814.4
22983,Ceiling Fans & Washing Machine & LED TV & Microwave Oven,1550.7
38624,LED Bulbs & Microwave Oven & Inverter Deep Freezer,1130.9
16348,Ceiling Fans & LED TV & Inverter Deep Freezer,304.5
21190,Ceiling Fans & LED Tube Light & LED TV,201.4
37768,LED Bulbs & LED Tube Light & Washing Machine,399.6
46051,Washing Machine & LED TV,429.4
26121,Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1672.5
30033,LED Bulbs & Conventional Fridge & Washing Machine,561.6
38336,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1397.4
45143,LED Tube Light & Washing Machine & LED TV & Inverter Deep Freezer,570.2
13314,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine,1537.1
8082,Ceiling Fans & LED Bulbs & Iron & LED TV & Microwave Oven,2215.0
29160,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2637.9
31956,LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven,2460.4
14782,Ceiling Fans & LED Bulbs & LED Tube Light & Washing Machine & LED TV,575.9
23931,Conventional Fridge & Iron & LED TV & Microwave Oven,2264.5
18575,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1499.8
38982,LED Bulbs & Washing Machine & LED TV & Inverter Deep Freezer,561.5
38420,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven & Inverter Deep Freezer,1521.1
41618,LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,377.8
40845,LED Tube Light & Conventional Fridge & Iron & Washing Machine,1591.3
22608,Ceiling Fans & Washing Machine,485.9
30743,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1688.2
33854,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1659.7
12261,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1885.3
9844,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1471.3
1024,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1687.6
44497,LED Tube Light & LED TV & Inverter Deep Freezer,205.5
36671,LED Bulbs & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1547.5
14310,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1330.6
19548,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1814.0
2647,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1729.1
18107,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2895.5
30136,LED Bulbs & Conventional Fridge & Washing Machine & Inverter Deep Freezer,683.4
37700,LED Bulbs & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1150.3
45313,LED Tube Light & Washing Machine & LED TV & Microwave Oven,1452.2
21441,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1322.2
3605,Ceiling Fans & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2324.2
17971,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2763.5
19458,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1691.1
21595,Ceiling Fans & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1258.1
27501,Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2571.0
38564,LED Bulbs & Microwave Oven,1014.7
21356,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven,1199.8
31888,LED Bulbs & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1581.1
25384,Conventional Fridge & Microwave Oven,1184.2
28059,LED Bulbs & Conventional Fridge & Iron,1208.8
11790,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine,700.7
35850,LED Bulbs & LED Tube Light & Iron,1054.3
1092,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1812.9
12418,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1818.7
15526,Ceiling Fans & LED Bulbs & Washing Machine,503.2
37288,LED Bulbs & LED Tube Light & LED TV,92.5
5646,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1824.5
5085,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV,1395.6
21440,Ceiling Fans & LED Tube Light & LED TV & Microwave Oven & Inverter Deep Freezer,1322.1
710,Ceiling Fans & Conventional Fridge & Iron & LED TV & Microwave Oven,2382.9
1972,Ceiling Fans & Conventional Fridge & LED TV & Microwave Oven,1361.7
19371,Ceiling Fans & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1874.5
28045,LED Bulbs & Conventional Fridge & Iron,1210.2
21822,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,633.9
45032,LED Tube Light & Washing Machine & Inverter Deep Freezer,514.4
2756,Ceiling Fans & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1850.3
41836,LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1383.3
7309,Ceiling Fans & LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1862.0
12617,Ceiling Fans & LED Bulbs & LED Tube Light & Iron,1171.5
37007,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2604.7
13192,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven,2174.4
32892,LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,328.8
8889,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2706.8
9320,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven,1188.1
38521,LED Bulbs & Microwave Oven,1009.1
9702,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,454.2
14269,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1212.9
5863,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1881.0
33774,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1721.6
26192,Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1676.1
29068,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1761.0
26244,Inverter Deep Freezer,119.3
6670,Ceiling Fans & LED Bulbs & Conventional Fridge & Microwave Oven,1309.2
27214,Iron & Washing Machine & LED TV,1449.4
35607,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1700.3
26458,Iron & Inverter Deep Freezer,1145.4
30264,LED Bulbs & Conventional Fridge & Washing Machine & LED TV,622.8
1588,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2685.8
15897,Ceiling Fans & LED Bulbs & Washing Machine & LED TV & Microwave Oven,1563.9
34572,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,396.9
2375,Ceiling Fans & Conventional Fridge & Washing Machine & Inverter Deep Freezer,792.0
39706,LED TV & Microwave Oven & Inverter Deep Freezer,1179.9
30589,LED Bulbs & Conventional Fridge & Washing Machine & Microwave Oven,1560.6
23587,Conventional Fridge & Iron & Inverter Deep Freezer,1321.1
18110,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2707.8
43971,LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven,2466.1
44319,LED Tube Light & LED TV,77.7
24381,Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1697.0
40700,LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2338.6
1837,Ceiling Fans & Conventional Fridge & LED TV & Inverter Deep Freezer,481.2
38156,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven,1457.2
35527,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1576.2
42590,LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1567.7
34089,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2661.1
17756,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1766.8
45115,LED Tube Light & Washing Machine & LED TV,450.6
28719,LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2336.0
41343,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2585.0
2437,Ceiling Fans & Conventional Fridge & Washing Machine & Inverter Deep Freezer,795.7
10005,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV,1414.2
37317,LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,212.2
4269,Ceiling Fans & Iron & Washing Machine & LED TV & Microwave Oven,2573.9
38394,LED Bulbs & LED Tube Light & Washing Machine & Microwave Oven,1403.9
9378,Ceiling Fans & LED Bulbs & LED TV & Microwave Oven & Inverter Deep Freezer,1314.4
33903,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV,1660.7
42934,LED Tube Light & Iron,1040.9
45059,LED Tube Light & Washing Machine & LED TV,446.5
20482,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Inverter Deep Freezer,1650.2
12187,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1764.0
1434,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven,2752.5
13762,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2720.8
34244,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven,2597.1
4404,Ceiling Fans & Iron & Washing Machine & Microwave Oven,2506.3
45965,Washing Machine & Inverter Deep Freezer,491.9
10226,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven & Inverter Deep Freezer,2529.5
24679,Conventional Fridge & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2751.1
34858,LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1332.4
17662,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Inverter Deep Freezer,1830.1
37828,LED Bulbs & LED Tube Light & Washing Machine,401.9
25276,Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1365.5
3483,Ceiling Fans & Iron & LED TV & Microwave Oven,2197.4
23605,Conventional Fridge & Iron & Inverter Deep Freezer,1319.3
38877,LED Bulbs & Washing Machine & LED TV,439.9
40061,LED Tube Light & Conventional Fridge & Iron,1215.8
34372,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2725.1
32321,LED Bulbs & LED TV,70.3
35532,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Microwave Oven,1575.7
27851,LED Bulbs & Conventional Fridge,191.4
9766,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron,1347.0
34434,LED Bulbs & LED Tube Light & Conventional Fridge & LED TV,266.3
21581,Ceiling Fans & LED Tube Light & Microwave Oven & Inverter Deep Freezer,1259.5
10764,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1900.3
20853,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2709.5
20627,Ceiling Fans & LED Tube Light & Iron & Washing Machine & LED TV,1589.7
43607,LED Tube Light & Iron & Washing Machine,1406.1
16666,Ceiling Fans & LED Tube Light & Conventional Fridge,316.6
43308,LED Tube Light & Iron & LED TV & Microwave Oven,2101.9
21041,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2648.9
28232,LED Bulbs & Conventional Fridge & Iron & LED TV,1269.7
30432,LED Bulbs & Conventional Fridge & Washing Machine & LED TV & Microwave Oven,1618.1
24569,Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1753.0
21765,Ceiling Fans & LED Tube Light & Washing Machine & Inverter Deep Freezer,629.3
27173,Iron & Washing Machine & Inverter Deep Freezer,1514.1
29088,LED Bulbs & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1766.5
13552,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV,1604.0
43896,LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1587.5
32751,LED Bulbs & LED Tube Light,33.8
8613,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV,1583.5
9929,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV,1408.9
18552,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1381.5
24488,Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1752.0
36692,LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV,1478.0
29578,LED Bulbs & Conventional Fridge & LED TV & Inverter Deep Freezer,374.6
27970,LED Bulbs & Conventional Fridge & Inverter Deep Freezer,311.6
38228,LED Bulbs & LED Tube Light & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,1582.1
1047,Ceiling Fans & Conventional Fridge & Iron & Washing Machine,1690.2
26305,Iron,1019.3
33322,LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Microwave Oven,2288.3
7701,Ceiling Fans & LED Bulbs & Iron,1153.3
15809,Ceiling Fans & LED Bulbs & Washing Machine & LED TV & Inverter Deep Freezer,687.2
14224,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Microwave Oven,1207.1
5494,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2451.5
38916,LED Bulbs & Washing Machine & LED TV,443.5
32907,LED Bulbs & LED Tube Light & Conventional Fridge & Inverter Deep Freezer,334.2
36333,LED Bulbs & LED Tube Light & Iron & Microwave Oven,2047.5
12945,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV & Microwave Oven,2227.6
17018,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & LED TV,1397.8
8290,Ceiling Fans & LED Bulbs & Iron & Microwave Oven & Inverter Deep Freezer,2274.0
35097,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & Inverter Deep Freezer,704.8
29854,LED Bulbs & Conventional Fridge & Microwave Oven,1191.3
25120,Conventional Fridge & LED TV & Microwave Oven,1239.5
21848,Ceiling Fans & LED Tube Light & Washing Machine & LED TV,567.1
21051,Ceiling Fans & LED Tube Light & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2647.9
46176,Washing Machine & LED TV & Inverter Deep Freezer,549.0
45471,LED Tube Light & Washing Machine & Microwave Oven,1389.8
18444,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Inverter Deep Freezer,502.8
993,Ceiling Fans & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2446.9
38700,LED Bulbs & Washing Machine,379.4
326,Ceiling Fans & Conventional Fridge & Iron,1320.9
14124,Ceiling Fans & LED Bulbs & LED Tube Light & LED TV & Inverter Deep Freezer,331.0
4918,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & Inverter Deep Freezer,1454.5
27735,Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2515.7
11671,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1450.6
15618,Ceiling Fans & LED Bulbs & Washing Machine & Inverter Deep Freezer,626.3
46101,Washing Machine & LED TV,431.1
11730,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Microwave Oven & Inverter Deep Freezer,1456.8
8552,Ceiling Fans & LED Bulbs & Iron & Washing Machine & Inverter Deep Freezer,1649.5
27339,Iron & Washing Machine & LED TV & Inverter Deep Freezer,1569.0
12758,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & LED TV,1228.1
13254,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Microwave Oven & Inverter Deep Freezer,2294.5
27225,Iron & Washing Machine & LED TV,1448.3
10013,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1532.6
18652,Ceiling Fans & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven & Inverter Deep Freezer,1505.4
3124,Ceiling Fans & Iron,1136.9
3027,Ceiling Fans & Inverter Deep Freezer,240.5
41416,LED Tube Light & Conventional Fridge & Iron & Washing Machine & Microwave Oven & Inverter Deep Freezer,2709.8
11461,Ceiling Fans & LED Bulbs & LED Tube Light & Conventional Fridge & LED TV & Microwave Oven,1394.2
39761,LED TV & Microwave Oven & Inverter Deep Freezer,1187.1
40143,LED Tube Light & Conventional Fridge & Iron & Inverter Deep Freezer,1339.7
26136,Conventional Fridge & Washing Machine & Microwave Oven & Inverter Deep Freezer,1671.0
5005,Ceiling Fans & LED Bulbs & Conventional Fridge & Iron & LED TV,1391.9
8886,Ceiling Fans & LED Bulbs & Iron & Washing Machine & LED TV & Microwave Oven & Inverter Deep Freezer,2706.5
40389,LED Tube Light & Conventional Fridge & Iron & LED TV & Inverter Deep Freezer,1404.2
17561,Ceiling Fans & LED Tube Light & Conventional Fridge & Iron & Microwave Oven & Inverter Deep Freezer,2465.5
1321,Ceiling Fans & Conventional Fridge & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1873.3
13585,Ceiling Fans & LED Bulbs & LED Tube Light & Iron & Washing Machine & LED TV & Inverter Deep Freezer,1720.3
45134,LED Tube Light & Washing Machine & LED TV,452.5
44717,LED Tube Light & Microwave Oven,1014.3
35138,LED Bulbs & LED Tube Light & Conventional Fridge & Washing Machine & LED TV,638.7
